Action;Time;ISIN;Ticker;Name;ID;No. of shares;Price / share;Currency (Price / share);Total;Withholding tax;Currency (Withholding tax);Stamp duty reserve tax;Currency (Stamp duty reserve tax);Currency conversion fee;Currency (Currency conversion fee);French transaction tax;Currency (French transaction tax)
Dividend (Dividend);31/12/2024 15:03;US3765361080;GOOD;Gladstone Commercial;;11.787.720.000;0.09;USD;0.10;0.02;USD;;;;;;
Market buy;2024-05-31 13:35:27.719;US5949181045;MSFT;Microsoft;EOF15300239457;0.0481472000;414.80;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-05-31 13:35:27.989;US67066G1040;NVDA;Nvidia;EOF15300239493;0.0179771100;1110.94;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-05-31 13:35:31.092;US86800U3023;SMCI;Super Micro Computer;EOF15300239792;0.0021600000;804.00;USD;1.60;;;;;;;;
Market buy;2024-06-03 07:05:47.201;NL0010273215;ASML;ASML;EOF15350489016;0.0234391000;887.40;EUR;20.80;;;;;;;;
Market buy;2024-06-03 07:05:49.11;NL0012969182;ADYEN;Adyen;EOF15350489106;0.0174320300;1193.20;EUR;20.80;;;;;;;;
Dividend (Dividend);05/03/2024 08:40;US4781601046;JNJ;Johnson & Johnson;;0.0953424000;1.01;USD;0.09;0.02;USD;;;;;;
Dividend (Dividend);09/04/2024 08:23;US00123Q1040;AGNC;AGNC Investment;;0.9914800000;0.10;USD;0.09;0.02;USD;;;;;;
Market buy;2024-06-03 13:37:24.381;US5949181045;MSFT;Microsoft;EOF15453570679;0.0480493000;415.00;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-06-03 13:37:24.989;US67066G1040;NVDA;Nvidia;EOF15453570798;0.0174656400;1141.75;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-06-03 13:37:25.772;US86800U3023;SMCI;Super Micro Computer;EOF15453570960;0.0021627000;801.70;USD;1.60;;;;;;;;
Market buy;2024-06-04 07:05:27.719;NL0010273215;ASML;ASML;EOF15455792431;0.0237089000;877.30;EUR;20.80;;;;;;;;
Market buy;2024-06-04 07:05:30.664;NL0012969182;ADYEN;Adyen;EOF15455792685;0.0176061400;1181.40;EUR;20.80;;;;;;;;
Dividend (Dividend);12/04/2024 11:05;US3546131018;BEN;Franklin Resources;;0.3485370000;0.26;USD;0.09;0.02;USD;;;;;;
Market buy;2024-06-04 13:35:38.258;US5949181045;MSFT;Microsoft;EOF15501102422;0.0485988000;410.81;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-06-04 13:35:38.443;US86800U3023;SMCI;Super Micro Computer;EOF15501102452;0.0022634000;767.00;USD;1.60;;;;;;;;
Market buy;2024-06-04 13:35:38.775;US67066G1040;NVDA;Nvidia;EOF15501102519;0.0173885500;1148.14;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-06-04 13:49:50.532;US4781601046;JNJ;Johnson & Johnson;EOF15501113183;10.000.000.000;147.79;USD;136.16;;;;;0.20;EUR;;
Market buy;2024-06-04 13:50:35.991;US5021751020;LTC;LTC Properties;EOF15501113354;20.000.000.000;34.69;USD;63.93;;;;;0.10;EUR;;
Dividend (Dividend);30/04/2024 11:49;CA8911605092;TD;Toronto-Dominion Bank;;0.1592060000;0.63;USD;0.09;0.02;USD;;;;;;
Market buy;2024-06-06 07:05:25.43;NL0010273215;ASML;ASML;EOF15552341635;0.0215297000;966.10;EUR;20.80;;;;;;;;
Market buy;2024-06-06 07:05:30.534;NL0012969182;ADYEN;Adyen;EOF15552341961;0.0166772700;1247.20;EUR;20.80;;;;;;;;
Market buy;2024-06-06 13:35:39.499;US5949181045;MSFT;Microsoft;EOF15553299318;0.0470667000;424.82;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-06-06 13:35:39.874;US67066G1040;NVDA;Nvidia;EOF15553299416;0.0159744900;1251.72;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-06-06 13:35:40.128;US86800U3023;SMCI;Super Micro Computer;EOF15553299464;0.0021758000;799.09;USD;1.60;;;;;;;;
Dividend (Dividend);09/05/2024 11:01;US00123Q1040;AGNC;AGNC Investment;;0.9914800000;0.10;USD;0.09;0.02;USD;;;;;;
Market buy;2024-06-10 07:06:34.93;NL0012969182;ADYEN;Adyen;EOF15700285405;0.0168830300;1232.00;EUR;20.80;;;;;;;;
Market buy;2024-06-10 07:06:35.387;NL0010273215;ASML;ASML;EOF15700285430;0.0218074000;953.80;EUR;20.80;;;;;;;;
Dividend (Dividend);28/05/2024 12:10;US9311421039;WMT;Walmart;;0.5293979000;0.18;USD;0.09;0.02;USD;;;;;;
Dividend (Dividend);13/06/2024 12:12;US00123Q1040;AGNC;AGNC Investment;;0.9914800000;0.10;USD;0.09;0.02;USD;;;;;;
Market buy;2024-06-10 13:38:00.41;US5949181045;MSFT;Microsoft;EOF15751835023;0.0463987000;425.44;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-06-10 13:38:00.79;US86800U3023;SMCI;Super Micro Computer;EOF15751835035;0.0022322000;768.95;USD;1.60;;;;;;;;
Market buy;2024-06-10 13:38:01.96;US67066G1040;NVDA;Nvidia;EOF15751835081;0.1638982000;120.44;USD;18.40;;;;;0.03;EUR;;
Dividend (Dividend);17/06/2024 12:55;US5801351017;MCD;McDonald's;;0.0668283000;1.42;USD;0.09;0.02;USD;;;;;;
Market buy;2024-06-13 07:00:27.564;FR0000120404;AC;Accor;EOF15852720611;20.000.000.000;39.17;EUR;78.58;;;;;;;0.24;EUR
Market buy;2024-06-13 07:05:18.571;NL0010273215;ASML;ASML;EOF15852726827;0.0210952000;986.00;EUR;20.80;;;;;;;;
Market buy;2024-06-13 07:05:20.905;NL0012969182;ADYEN;Adyen;EOF15852726955;0.0168283900;1236.00;EUR;20.80;;;;;;;;
Dividend (Dividend);27/06/2024 13:04;US74144T1088;TROW;T Rowe Price;;0.0877745000;1.05;USD;0.09;0.02;USD;;;;;;
Dividend (Dividend);28/06/2024 15:20;US67066G1040;NVDA;Nvidia;;107.865.109.000;0.01;USD;0.09;0.02;USD;;;;;;
Market buy;2024-06-13 13:35:40.086;US67066G1040;NVDA;Nvidia;EOF15900042316;0.1545286000;128.47;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-06-13 13:35:40.298;US86800U3023;SMCI;Super Micro Computer;EOF15900042336;0.0021713000;795.00;USD;1.60;;;;;;;;
Market buy;2024-06-13 13:35:40.791;US5949181045;MSFT;Microsoft;EOF15900042403;0.0451763000;439.44;USD;18.40;;;;;0.03;EUR;;
Dividend (Dividend);09/08/2024 12:39;US3695501086;GD;General Dynamics;;0.0813039000;1.21;USD;0.09;0.02;USD;;;;;;
Dividend (Dividend);15/08/2024 15:25;US7561091049;O;Realty Income;;0.4355050000;0.22;USD;0.09;0.02;USD;;;;;;
Dividend (Dividend);21/08/2024 09:23;US74348T1025;PSEC;Prospect Capital;;20.032.000.000;0.05;USD;0.09;0.02;USD;;;;;;
Market buy;2024-06-17 07:05:27.031;NL0010273215;ASML;ASML;EOF16051470736;0.0218444000;965.00;EUR;21.08;;;;;;;;
Market buy;2024-06-17 07:05:27.285;NL0012969182;ADYEN;Adyen;EOF16051470757;0.0175665800;1200.00;EUR;21.08;;;;;;;;
Dividend (Dividend);31/10/2024 10:17;US3765361080;GOOD;Gladstone Commercial;;11.119.540.000;0.09;USD;0.09;0.02;USD;;;;;;
Dividend (Dividend);29/11/2024 12:46;US3765361080;GOOD;Gladstone Commercial;;11.787.720.000;0.09;USD;0.09;0.02;USD;;;;;;
Market buy;2024-06-17 13:35:30.406;US67066G1040;NVDA;Nvidia;EOF16102358400;0.1502092000;132.88;USD;18.65;;;;;0.03;EUR;;
Market buy;2024-06-17 13:35:30.51;US5949181045;MSFT;Microsoft;EOF16102358416;0.0450854000;442.71;USD;18.65;;;;;0.03;EUR;;
Market buy;2024-06-17 13:35:32.944;US86800U3023;SMCI;Super Micro Computer;EOF16102358789;0.0020324000;853.00;USD;1.62;;;;;;;;
Market buy;2024-06-18 07:05:37.277;NL0012969182;ADYEN;Adyen;EOF16104436250;0.0258063600;1209.00;EUR;31.20;;;;;;;;
Market buy;2024-06-18 07:05:37.492;NL0010273215;ASML;ASML;EOF16104436256;0.0318691000;979.00;EUR;31.20;;;;;;;;
Dividend (Dividend);29/11/2024 13:01;US8552441094;SBUX;Starbucks;;0.1803250000;0.52;USD;0.09;0.02;USD;;;;;;
Market buy;2024-06-18 13:35:28.429;US5949181045;MSFT;Microsoft;EOF16151302272;0.0659027000;448.81;USD;27.60;;;;;0.04;EUR;;
Market buy;2024-06-18 13:35:28.469;US67066G1040;NVDA;Nvidia;EOF16151302281;0.2239724000;132.06;USD;27.60;;;;;0.04;EUR;;
Market buy;2024-06-18 13:35:29.639;US86800U3023;SMCI;Super Micro Computer;EOF16151302413;0.0028422000;905.00;USD;2.40;;;;;;;;
Market buy;2024-06-20 07:05:18.752;NL0012969182;ADYEN;Adyen;EOF16200753869;0.0182615400;1139.00;EUR;20.80;;;;;;;;
Market buy;2024-06-20 07:05:23.078;NL0010273215;ASML;ASML;EOF16200754301;0.0213858000;972.60;EUR;20.80;;;;;;;;
Market buy;2024-06-20 13:36:19.75;US67066G1040;NVDA;Nvidia;EOF16252050935;0.1420063000;138.76;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-06-20 13:36:19.883;US86800U3023;SMCI;Super Micro Computer;EOF16252050938;0.0017482000;980.00;USD;1.60;;;;;;;;
Market buy;2024-06-20 13:36:20.611;US5949181045;MSFT;Microsoft;EOF16252050943;0.0444780000;442.96;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-06-24 07:00:12.757;IE00BGL86Z12;ECAR;iShares Electric Vehicles & Driving Technology (Acc);EOF16350269502;13.798.500.000;7.78;USD;10.05;;;;;0.02;EUR;;
Market buy;2024-06-24 07:00:17.458;IE00BK5BCD43;AIAI;L&G Artificial Intelligence (Acc);EOF16350270114;0.5504350000;19.51;USD;10.05;;;;;0.02;EUR;;
Market buy;2024-06-24 07:00:34.384;IE00BFMXYP42;VUKG;Vanguard FTSE 100 (Acc);EOF16350272473;0.4111250000;41.32;GBP;20.11;;;;;0.03;EUR;;
Market buy;2024-06-24 07:00:44.667;IE00B3XXRP09;VUSA;Vanguard S&P 500 (Dist);EOF16350274249;0.2582100000;82.25;GBP;25.14;;;;;0.04;EUR;;
Market buy;2024-06-24 07:00:46.187;IE00B1XNHC34;INRG;iShares Global Clean Energy (Dist);EOF16350274681;0.6678203000;635.00;GBX;5.02;;;;;0.01;EUR;;
Market buy;2024-06-24 07:00:49.092;IE00B8GKDB10;VHYL;Vanguard FTSE All-World High Dividend Yield (Dist);EOF16350275107;0.1643060000;51.67;GBP;10.05;;;;;0.02;EUR;;
Market buy;2024-06-24 07:02:24.694;IE00B3WJKG14;IITU;iShares S&P 500 Information Technology Sector (Acc);EOF16350277592;0.5046350400;2525.00;GBX;15.08;;;;;0.02;EUR;;
Market buy;2024-06-24 07:04:07.71;IE00BYVQ9F29;NQSE;iShares NASDAQ 100 EUR Hedged (Acc);EOF16350278608;0.4223370000;11.89;EUR;5.02;;;;;;;;
Market buy;2024-06-24 07:05:02.37;NL0010273215;ASML;ASML;EOF16350279886;0.0215878000;963.50;EUR;20.80;;;;;;;;
Market buy;2024-06-24 07:05:10.545;NL0012969182;ADYEN;Adyen;EOF16350280657;0.0185316200;1122.40;EUR;20.80;;;;;;;;
Dividend (Dividend manufactured payment);27/12/2024 14:46;US56035L1044;MAIN;Main Street Capital;;0.3481300000;0.26;USD;0.09;0.02;USD;;;;;;
Market buy;2024-06-24 13:35:00.976;US0378331005;AAPL;Apple;EOF16452157727;0.1082779000;207.48;USD;20.95;;;;;0.03;EUR;;
Market buy;2024-06-24 13:35:01.012;US46625H1005;JPM;JPMorgan Chase & Co;EOF16452157734;0.0113525000;197.40;USD;2.09;;;;;;;;
Market buy;2024-06-24 13:35:01.034;US57636Q1040;MA;Mastercard;EOF16452157742;0.0049171000;455.77;USD;2.09;;;;;;;;
Market buy;2024-06-24 13:35:01.132;US5949181045;MSFT;Microsoft;EOF16452157764;0.0449978000;449.43;USD;18.86;;;;;0.03;EUR;;
Market buy;2024-06-24 13:35:01.156;US1101221083;BMY;Bristol-Myers Squibb;EOF16452157769;0.0532700000;42.07;USD;2.09;;;;;;;;
Market buy;2024-06-24 13:35:01.179;US7427181091;PG;Procter & Gamble;EOF16452157774;0.0133311000;168.11;USD;2.09;;;;;;;;
Market buy;2024-06-24 13:35:01.207;CA7800871021;RY;Royal Bank of Canada;EOF16452157779;0.0214459000;104.50;USD;2.09;;;;;;;;
Market buy;2024-06-24 13:35:01.244;US4781601046;JNJ;Johnson & Johnson;EOF16452157790;0.0150675000;148.73;USD;2.09;;;;;;;;
Market buy;2024-06-24 13:35:01.279;CA1363851017;CNQ;Canadian Natural Resources;EOF16452157797;0.0645820000;34.70;USD;2.09;;;;;;;;
Market buy;2024-06-24 13:35:01.303;US0530151036;ADP;Automatic Data Processing;EOF16452157802;0.0044960000;248.02;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:01.353;US1912161007;KO;Coca-Cola;EOF16452157812;0.0354710000;63.18;USD;2.09;;;;;;;;
Market buy;2024-06-24 13:35:01.408;US7561091049;O;Realty Income;EOF16452157819;0.0421570000;53.16;USD;2.09;;;;;;;;
Market buy;2024-06-24 13:35:01.427;US4523081093;ITW;Illinois Tool Works;EOF16452157824;0.0046082000;242.00;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:01.593;US6703461052;NUE;Nucor;EOF16452157846;0.0071020000;157.01;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:01.631;CA8911605092;TD;Toronto-Dominion Bank;EOF16452157849;0.0205660000;54.22;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:01.676;US85254J1025;STAG;STAG Industrial;EOF16452157852;0.0314220000;35.49;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:01.695;US3546131018;BEN;Franklin Resources;EOF16452157857;0.0489070000;22.80;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:01.729;US5801351017;MCD;McDonald's;EOF16452157866;0.0086682000;258.53;USD;2.09;;;;;;;;
Market buy;2024-06-24 13:35:02.01;US2788651006;ECL;Ecolab;EOF16452157893;0.0045560000;244.75;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:02.128;US3695501086;GD;General Dynamics;EOF16452157913;0.0074853000;299.40;USD;2.09;;;;;;;;
Market buy;2024-06-24 13:35:02.128;US9311421039;WMT;Walmart;EOF16452157910;0.0493980000;68.16;USD;3.14;;;;;;;;
Market buy;2024-06-24 13:35:02.17;US4943681035;KMB;Kimberly-Clark;EOF16452157924;0.0079667000;139.97;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:02.228;US74144T1088;TROW;T Rowe Price;EOF16452157937;0.0094188000;118.39;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:02.388;US8552441094;SBUX;Starbucks;EOF16452157981;0.0140560000;79.33;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:02.497;US17275R1023;CSCO;Cisco Systems;EOF16452158016;0.0235020000;47.45;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:02.567;AN8068571086;SLB;Schlumberger;EOF16452158048;0.0242040000;46.07;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:02.623;US00123Q1040;AGNC;AGNC Investment;EOF16452158069;0.1141300000;9.77;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:03.122;US3765361080;GOOD;Gladstone Commercial;EOF16452158128;0.0803380000;13.88;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:03.209;US7134481081;PEP;PepsiCo;EOF16452158163;0.0133406000;167.99;USD;2.09;;;;;;;;
Market buy;2024-06-24 13:35:03.4;US14149Y1082;CAH;Cardinal Health;EOF16452158219;0.0213735000;104.84;USD;2.09;;;;;;;;
Market buy;2024-06-24 13:35:03.49;US5486611073;LOW;Lowe's;EOF16452158251;0.0048736000;228.80;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:03.649;US2910111044;EMR;Emerson Electric;EOF16452158317;0.0102359000;108.94;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:03.833;US4592001014;IBM;IBM;EOF16452158393;0.0127197000;176.19;USD;2.09;;;;;;;;
Market buy;2024-06-24 13:35:04.535;US56035L1044;MAIN;Main Street Capital;EOF16452158506;0.0226090000;49.32;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:04.692;US0010551028;AFL;Aflac;EOF16452158532;0.0124160000;89.81;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:04.819;US8243481061;SHW;Sherwin-Williams;EOF16452158550;0.0036959000;301.71;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:05.231;US0394831020;ADM;Archer-Daniels-Midland;EOF16452158612;0.0182990000;60.93;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:05.282;US8718291078;SYY;Sysco;EOF16452158633;0.0152040000;73.34;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:05.452;US74348T1025;PSEC;Prospect Capital;EOF16452158651;0.1987700000;5.61;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:05.805;US3848021040;GWW;WW Grainger;EOF16452158668;0.0012133000;919.01;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:07.576;CH0044328745;CB;Chubb;EOF16452158762;0.0042118000;264.75;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:09.168;US7766961061;ROP;Roper Technologies;EOF16452158837;0.0019736000;565.00;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:09.925;US5021751020;LTC;LTC Properties;EOF16452158923;0.0651290000;34.41;USD;2.09;;;;;;;;
Market buy;2024-06-24 13:35:13.565;US58470H1014;MED;Medifast;EOF16452159478;0.0552850000;20.17;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:15.344;US0084921008;ADC;Agree Realty;EOF16452159701;0.0181340000;61.49;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:16.343;US09290D1019;BLK;BlackRock;EOF16452159880;0.0014077000;792.03;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:35:27.617;US6935061076;PPG;PPG Industries;EOF16452161045;0.0086589000;128.78;USD;1.04;;;;;;;;
Market buy;2024-06-24 13:36:20.571;US67066G1040;NVDA;Nvidia;EOF16452167157;0.1597506000;123.50;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-06-24 13:36:20.702;US86800U3023;SMCI;Super Micro Computer;EOF16452167188;0.0019777000;867.39;USD;1.60;;;;;;;;
Market buy;2024-06-24 13:36:20.844;US5949181045;MSFT;Microsoft;EOF16452167247;0.0440783000;447.58;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-06-25 07:05:26.191;IE00B3XXRP09;VUSA;Vanguard S&P 500 (Dist);EOF16454821745;12.958.910.000;81.48;GBP;125.01;;;;;0.19;EUR;;
Market buy;2024-06-25 07:05:26.261;NL0012969182;ADYEN;Adyen;EOF16454821755;0.0275909900;1130.80;EUR;31.20;;;;;;;;
Market buy;2024-06-25 07:05:26.434;IE00BYVQ9F29;NQSE;iShares NASDAQ 100 EUR Hedged (Acc);EOF16454821766;21.276.510.000;11.75;EUR;25.00;;;;;;;;
Market buy;2024-06-25 07:05:26.717;IE00BK5BCD43;AIAI;L&G Artificial Intelligence (Acc);EOF16454821793;27.661.120.000;19.37;USD;50.00;;;;;0.07;EUR;;
Market buy;2024-06-25 07:05:26.773;NL0010273215;ASML;ASML;EOF16454821804;0.0337844000;923.50;EUR;31.20;;;;;;;;
Market buy;2024-06-25 07:05:33.457;IE00B1XNHC34;INRG;iShares Global Clean Energy (Dist);EOF16454822287;32.970.060.000;640.50;GBX;25.00;;;;;0.04;EUR;;
Market buy;2024-06-25 07:05:49.359;IE00BFMXYP42;VUKG;Vanguard FTSE 100 (Acc);EOF16454822919;20.325.660.000;41.56;GBP;100.00;;;;;0.15;EUR;;
Market buy;2024-06-25 07:06:02.692;IE00B8GKDB10;VHYL;Vanguard FTSE All-World High Dividend Yield (Dist);EOF16454823058;0.1677304100;52.01;GBP;10.33;;;;;0.02;EUR;;
Market buy;2024-06-25 07:06:35.452;IE00BGL86Z12;ECAR;iShares Electric Vehicles & Driving Technology (Acc);EOF16454823346;69.176.300.000;7.75;USD;50.00;;;;;0.07;EUR;;
Market buy;2024-06-25 07:06:41.452;IE00B8GKDB10;VHYL;Vanguard FTSE All-World High Dividend Yield (Dist);EOF16454823410;0.6442750000;52.01;GBP;39.67;;;;;0.06;EUR;;
Market buy;2024-06-25 07:06:50.004;IE00B3WJKG14;IITU;iShares S&P 500 Information Technology Sector (Acc);EOF16454823437;25.703.379.900;2464.50;GBX;75.00;;;;;0.11;EUR;;
Market buy;2024-06-25 13:35:05.006;US67066G1040;NVDA;Nvidia;EOF16500436674;0.2448704000;120.46;USD;27.60;;;;;0.04;EUR;;
Market buy;2024-06-25 13:35:05.122;US86800U3023;SMCI;Super Micro Computer;EOF16500436677;0.0030818000;832.37;USD;2.40;;;;;;;;
Market buy;2024-06-25 13:35:05.165;US5949181045;MSFT;Microsoft;EOF16500436686;0.0658560000;447.91;USD;27.60;;;;;0.04;EUR;;
Dividend (Dividend);11/03/2024 14:32;US00123Q1040;AGNC;AGNC Investment;;0.8810300000;0.10;USD;0.08;0.02;USD;;;;;;
Dividend (Dividend);15/03/2024 15:50;US5801351017;MCD;McDonald's;;0.0591258000;1.42;USD;0.08;0.01;USD;;;;;;
Market buy;2024-06-27 07:05:28.745;NL0010273215;ASML;ASML;EOF16553653291;0.0218257000;953.00;EUR;20.80;;;;;;;;
Market buy;2024-06-27 07:05:29.628;NL0012969182;ADYEN;Adyen;EOF16553653373;0.0182231400;1141.40;EUR;20.80;;;;;;;;
Dividend (Dividend);28/03/2024 14:32;US74144T1088;TROW;T Rowe Price;;0.0787249000;1.05;USD;0.08;0.01;USD;;;;;;
Dividend (Dividend);01/04/2024 09:13;US9311421039;WMT;Walmart;;0.4757709000;0.18;USD;0.08;0.01;USD;;;;;;
Market buy;2024-06-27 13:36:31.624;US5949181045;MSFT;Microsoft;EOF16600467179;0.0433407000;454.69;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-06-27 13:36:31.848;US67066G1040;NVDA;Nvidia;EOF16600467191;0.1577395000;124.93;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-06-27 13:36:35.19;US86800U3023;SMCI;Super Micro Computer;EOF16600467622;0.0020255000;846.00;USD;1.60;;;;;;;;
Dividend (Dividend);18/04/2024 09:40;US74348T1025;PSEC;Prospect Capital;;16.089.300.000;0.05;USD;0.08;0.01;USD;;;;;;
Dividend (Dividend);10/05/2024 09:52;US3695501086;GD;General Dynamics;;0.0738186000;1.21;USD;0.08;0.02;USD;;;;;;
Dividend (Dividend);21/05/2024 11:02;US74348T1025;PSEC;Prospect Capital;;16.089.300.000;0.05;USD;0.08;0.01;USD;;;;;;
Dividend (Dividend);18/06/2024 10:32;US74348T1025;PSEC;Prospect Capital;;16.089.300.000;0.05;USD;0.08;0.01;USD;;;;;;
Market buy;2024-07-01 07:05:25.809;NL0010273215;ASML;ASML;EOF16700443940;0.0215237000;967.30;EUR;20.82;;;;;;;;
Market buy;2024-07-01 07:05:26.92;NL0012969182;ADYEN;Adyen;EOF16700444070;0.0185858700;1120.20;EUR;20.82;;;;;;;;
Market buy;2024-07-01 13:40:05.003;US5949181045;MSFT;Microsoft;EOF16802838909;0.0441159000;448.52;USD;18.42;;;;;0.03;EUR;;
Market buy;2024-07-01 13:40:05.296;US67066G1040;NVDA;Nvidia;EOF16802838998;0.1628149000;121.53;USD;18.42;;;;;0.03;EUR;;
Market buy;2024-07-01 13:40:05.296;US86800U3023;SMCI;Super Micro Computer;EOF16802839001;0.0021447000;801.37;USD;1.60;;;;;;;;
Dividend (Dividend);02/07/2024 09:27;US4943681035;KMB;Kimberly-Clark;;0.0802073000;1.04;USD;0.08;0.01;USD;;;;;;
Dividend (Dividend);15/07/2024 10:47;US14149Y1082;CAH;Cardinal Health;;0.2055602000;0.43;USD;0.08;0.02;USD;;;;;;
Market buy;2024-07-02 07:05:17.849;NL0010273215;ASML;ASML;EOF16805296214;0.0325270000;959.20;EUR;31.20;;;;;;;;
Market buy;2024-07-02 07:05:17.872;NL0012969182;ADYEN;Adyen;EOF16805296223;0.0282864000;1103.00;EUR;31.20;;;;;;;;
Dividend (Dividend);15/07/2024 11:10;US7561091049;O;Realty Income;;0.3972690000;0.22;USD;0.08;0.02;USD;;;;;;
Market buy;2024-07-02 10:51:05.622;IE00B3WJKG14;IITU;iShares S&P 500 Information Technology Sector (Acc);EOF16806425559;100.000.000.000;2531.00;GBX;299.13;;;;;0.45;EUR;;
Market buy;2024-07-02 13:36:45.643;US67066G1040;NVDA;Nvidia;EOF16850524118;0.2431719000;121.69;USD;27.60;;;;;0.04;EUR;;
Market buy;2024-07-02 13:36:45.88;US5949181045;MSFT;Microsoft;EOF16850524140;0.0652113000;453.78;USD;27.60;;;;;0.04;EUR;;
Market buy;2024-07-02 13:36:47.592;US86800U3023;SMCI;Super Micro Computer;EOF16850524473;0.0031700000;811.68;USD;2.40;;;;;;;;
Market buy;2024-07-02 19:33:03.678;US67066G1040;NVDA;Nvidia;EOF16851843261;0.8800000000;122.26;USD;100.28;;;;;0.15;EUR;;
Market buy;2024-07-03 12:07:12.303;IE00B3XXRP09;VUSA;Vanguard S&P 500 (Dist);EOF16853298661;51.450.000.000;82.24;GBP;500.46;;;;;0.75;EUR;;
Market buy;2024-07-04 07:05:37.574;NL0010273215;ASML;ASML;EOF16903350032;0.0210461000;988.30;EUR;20.80;;;;;;;;
Market buy;2024-07-04 07:05:37.814;NL0012969182;ADYEN;Adyen;EOF16903350072;0.0182040000;1142.60;EUR;20.80;;;;;;;;
Dividend (Dividend);18/07/2024 11:54;US74348T1025;PSEC;Prospect Capital;;18.077.000.000;0.05;USD;0.08;0.02;USD;;;;;;
Dividend (Dividend);11/09/2024 08:50;US0394831020;ADM;Archer-Daniels-Midland;;0.2082970000;0.43;USD;0.08;0.02;USD;;;;;;
Market buy;2024-07-05 13:35:13.953;US67066G1040;NVDA;Nvidia;EOF17000990924;0.1559924000;127.56;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-05 13:35:14.687;US5949181045;MSFT;Microsoft;EOF17000990933;0.0431018000;461.66;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-05 13:35:15.72;US86800U3023;SMCI;Super Micro Computer;EOF17000990974;0.0020542000;842.32;USD;1.60;;;;;;;;
Market buy;2024-07-08 07:05:29.282;NL0010273215;ASML;ASML;EOF17100277484;0.0207666700;1001.60;EUR;20.80;;;;;;;;
Market buy;2024-07-08 07:05:30.164;NL0012969182;ADYEN;Adyen;EOF17100277534;0.0183809600;1131.60;EUR;20.80;;;;;;;;
Market buy;2024-07-08 13:35:19.466;US67066G1040;NVDA;Nvidia;EOF17152367941;0.1551596000;128.42;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-08 13:35:20.248;US5949181045;MSFT;Microsoft;EOF17152367991;0.0428047000;465.49;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-08 13:35:20.449;US86800U3023;SMCI;Super Micro Computer;EOF17152368010;0.0019504000;888.30;USD;1.60;;;;;;;;
Market buy;2024-07-09 07:05:12.888;NL0010273215;ASML;ASML;EOF17154686043;0.0313850000;994.10;EUR;31.20;;;;;;;;
Market buy;2024-07-09 07:05:18.637;NL0012969182;ADYEN;Adyen;EOF17154686556;0.0283069300;1102.20;EUR;31.20;;;;;;;;
